0,0,1,0,0,1,9.84,14.395,81,0,16
0,1,1,0,0,1,9.02,13.635,80,0,40
0,2,1,0,0,1,9.02,13.635,80,0,32
0,3,1,0,0,1,9.84,14.395,75,0,13
0,4,1,0,0,1,9.84,14.395,75,0,1
0,5,1,0,0,2,9.84,12.88,75,6.0032,1
0,6,1,0,0,1,9.02,13.635,80,0,2
0,7,1,0,0,1,8.2,12.88,86,0,3
0,8,1,0,0,1,9.84,14.395,75,0,8
0,9,1,0,0,1,13.12,17.425,76,0,14
0,10,1,0,0,1,15.58,19.695,76,16.9979,36
0,11,1,0,0,1,14.76,16.665,81,19.0012,56
0,12,1,0,0,1,17.22,21.21,77,19.0012,84
0,13,1,0,0,2,18.86,22.725,72,19.9995,94
0,14,1,0,0,2,18.86,22.725,72,19.0012,106
0,15,1,0,0,2,18.04,21.97,77,19.9995,110
0,16,1,0,0,2,17.22,21.21,82,19.9995,93
0,17,1,0,0,2,18.04,21.97,82,19.0012,67
0,18,1,0,0,3,17.22,21.21,88,16.9979,35
0,19,1,0,0,3,17.22,21.21,88,16.9979,37
0,20,1,0,0,2,16.4,20.455,87,16.9979,36
0,21,1,0,0,2,16.4,20.455,87,12.998,34
0,22,1,0,0,2,16.4,20.455,94,15.0013,28
0,23,1,0,0,2,18.86,22.725,88,19.9995,39
1,0,1,0,0,2,18.86,22.725,88,19.9995,17
1,1,1,0,0,2,18.04,21.97,94,16.9979,17
1,2,1,0,0,2,17.22,21.21,100,19.0012,9
1,3,1,0,0,2,18.86,22.725,94,12.998,6
1,4,1,0,0,2,18.86,22.725,94,12.998,3
1,6,1,0,0,3,17.22,21.21,77,19.9995,2
1,7,1,0,0,2,16.4,20.455,76,12.998,1
1,8,1,0,0,3,16.4,20.455,71,15.0013,8
1,9,1,0,0,2,15.58,19.695,76,15.0013,20
1,10,1,0,0,2,14.76,17.425,81,15.0013,53
1,11,1,0,0,2,14.76,16.665,71,16.9979,70
1,12,1,0,0,2,14.76,16.665,66,19.9995,93
1,13,1,0,0,2,14.76,17.425,66,8.9981,75
1,14,1,0,0,3,14.76,17.425,76,12.998,59
1,15,1,0,0,3,13.94,16.665,81,11.0014,74
1,16,1,0,0,3,13.94,16.665,71,11.0014,76
1,17,1,0,0,1,13.94,16.665,57,12.998,65
1,18,1,0,0,2,14.76,16.665,46,22.0028,53
1,19,1,0,0,1,13.12,14.395,42,30.0026,30
1,20,1,0,0,1,12.3,13.635,39,23.9994,22
1,21,1,0,0,1,10.66,11.365,44,22.0028,31
1,22,1,0,0,1,9.84,10.605,44,19.9995,9
1,23,1,0,0,1,9.02,11.365,47,11.0014,8
2,0,1,0,1,1,9.02,9.85,44,23.9994,5
2,1,1,0,1,1,8.2,8.335,44,27.9993,2
2,4,1,0,1,1,6.56,6.82,47,26.0027,1
2,5,1,0,1,1,6.56,6.82,47,19.0012,3
2,6,1,0,1,1,5.74,5.305,50,26.0027,30
2,7,1,0,1,1,5.74,6.82,50,12.998,64
2,8,1,0,1,1,5.74,6.06,50,19.0012,154
2,9,1,0,1,1,6.56,6.82,43,26.0027,88
2,10,1,0,1,1,7.38,8.335,43,16.9979,44
2,11,1,0,1,1,8.2,9.09,40,22.0028,51
2,12,1,0,1,1,9.02,10.605,35,19.9995,61
2,13,1,0,1,1,9.84,10.605,35,19.0012,61
2,14,1,0,1,1,10.66,12.12,30,19.0012,77
2,15,1,0,1,1,10.66,12.12,30,16.9979,72
2,16,1,0,1,1,10.66,12.12,30,16.9979,76
2,17,1,0,1,1,9.84,11.365,30,15.0013,157
2,18,1,0,1,1,9.84,12.88,32,7.0015,157
2,19,1,0,1,1,8.2,12.88,47,0,110
2,20,1,0,1,1,8.2,11.365,47,7.0015,52
2,21,1,0,1,1,7.38,9.85,64,8.9981,52
2,22,1,0,1,1,5.74,7.575,69,8.9981,20
2,23,1,0,1,1,7.38,10.605,55,7.0015,12
3,0,1,0,1,1,6.56,9.09,55,7.0015,5
3,1,1,0,1,1,6.56,9.09,59,7.0015,2
3,2,1,0,1,1,5.74,7.575,63,8.9981,1
3,4,1,0,1,1,5.74,9.09,63,6.0032,2
3,5,1,0,1,1,4.92,7.575,68,7.0015,4
3,6,1,0,1,1,4.92,7.575,74,7.0015,36
3,7,1,0,1,1,4.92,7.575,74,8.9981,94
3,8,1,0,1,1,5.74,7.575,69,11.0014,179
3,9,1,0,1,1,6.56,7.575,64,15.0013,100
3,10,1,0,1,2,6.56,6.82,69,22.0028,42
3,11,1,0,1,1,9.02,10.605,51,19.9995,57
3,12,1,0,1,1,9.02,11.365,51,11.0014,78
3,13,1,0,1,1,9.84,11.365,56,12.998,97
3,14,1,0,1,1,10.66,12.88,52,15.0013,63
3,15,1,0,1,1,11.48,13.635,52,16.9979,65
3,16,1,0,1,1,12.3,14.395,49,16.9979,83
3,17,1,0,1,1,11.48,13.635,48,15.0013,212
3,18,1,0,1,1,10.66,12.88,48,12.998,182
3,19,1,0,1,1,9.84,12.88,48,7.0015,112
3,20,1,0,1,1,9.84,12.88,48,7.0015,54
3,21,1,0,1,1,9.02,13.635,64,0,48
3,22,1,0,1,1,9.02,12.88,64,6.0032,35
3,23,1,0,1,1,8.2,11.365,69,6.0032,11
4,0,1,0,1,1,8.2,12.88,64,0,6
4,1,1,0,1,1,6.56,9.85,74,6.0032,6
4,2,1,0,1,1,6.56,9.85,74,6.0032,2
4,4,1,0,1,1,9.84,11.365,48,15.0013,2
4,5,1,0,1,1,9.02,11.365,47,11.0014,3
4,6,1,0,1,1,8.2,9.85,47,15.0013,33
